epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,576.85,0.88302,2.06072,0.89626,0.1462,0.32727,0.16207,0.12008,0.92184,2.07225,0.85723,0.0014852,0.0014852,0.0014852
28,597.989,0.76838,1.92802,0.86113,0.15344,0.63636,0.15184,0.1062,0.99607,2.02385,0.86921,0.0014654,0.0014654,0.0014654
29,619.055,0.84271,1.99887,0.87903,0.14706,0.70909,0.1607,0.11084,0.95657,1.95862,0.86167,0.0014456,0.0014456,0.0014456
30,640.388,0.8228,1.9598,0.86968,0.14892,0.76364,0.1681,0.11421,0.91278,1.93554,0.85094,0.0014258,0.0014258,0.0014258
31,661.416,0.81587,1.99689,0.8802,0.14922,0.76364,0.17277,0.11831,0.88025,1.92504,0.84126,0.001406,0.001406,0.001406
32,684.486,0.86662,1.96452,0.89007,0.14816,0.70909,0.15789,0.11362,0.87416,1.92717,0.8415,0.0013862,0.0013862,0.0013862
33,706.169,0.86434,2.01931,0.9003,0.13685,0.65455,0.15293,0.11066,0.87915,1.93701,0.84348,0.0013664,0.0013664,0.0013664
34,727.874,0.81111,1.99536,0.90323,0.12842,0.56364,0.14982,0.11079,0.87037,1.94933,0.84514,0.0013466,0.0013466,0.0013466
35,748.906,0.82228,1.99927,0.88333,0.12408,0.50997,0.13264,0.09842,0.8467,1.97557,0.84154,0.0013268,0.0013268,0.0013268
36,770.2,0.8095,1.94592,0.87609,0.13976,0.54545,0.12595,0.09429,0.85199,1.99847,0.85071,0.001307,0.001307,0.001307
37,791.081,0.84173,2.03536,0.9026,0.1418,0.6,0.13262,0.09529,0.87995,1.98357,0.8524,0.0012872,0.0012872,0.0012872
38,812.26,0.84771,1.95198,0.88707,0.13945,0.61818,0.1357,0.09921,0.87003,1.95593,0.85479,0.0012674,0.0012674,0.0012674
39,833.57,0.80879,1.90564,0.86792,0.13781,0.65455,0.14989,0.111,0.83657,1.91572,0.84463,0.0012476,0.0012476,0.0012476
40,854.555,0.77003,1.89588,0.87045,0.1387,0.58182,0.16209,0.11855,0.86707,1.89071,0.84413,0.0012278,0.0012278,0.0012278
41,875.889,0.79487,1.90781,0.85774,0.14003,0.56364,0.1746,0.12326,0.8933,1.85198,0.84758,0.001208,0.001208,0.001208
42,896.944,0.78589,1.90969,0.87279,0.14548,0.62219,0.1751,0.12502,0.89128,1.81053,0.84449,0.0011882,0.0011882,0.0011882
43,917.789,0.77562,1.91611,0.86227,0.13594,0.63636,0.16479,0.12195,0.8665,1.8021,0.83862,0.0011684,0.0011684,0.0011684
44,939.43,0.82002,1.854,0.89078,0.14101,0.63636,0.17223,0.13271,0.8378,1.80722,0.83651,0.0011486,0.0011486,0.0011486
45,960.815,0.75699,1.8512,0.88117,0.14504,0.63636,0.18238,0.14083,0.82877,1.80549,0.8355,0.0011288,0.0011288,0.0011288
46,982.497,0.77744,1.88077,0.87474,0.13954,0.6,0.18219,0.14439,0.81976,1.78922,0.83722,0.001109,0.001109,0.001109
47,1004.02,0.80117,2.02806,0.86825,0.15178,0.70909,0.17288,0.13749,0.81749,1.78404,0.83809,0.0010892,0.0010892,0.0010892
48,1025.46,0.76613,1.91041,0.88343,0.14461,0.70909,0.16566,0.13015,0.80358,1.79592,0.83053,0.0010694,0.0010694,0.0010694
49,1046.91,0.78895,1.89673,0.87044,0.1548,0.8,0.1568,0.12008,0.7812,1.80223,0.82268,0.0010496,0.0010496,0.0010496
50,1068.69,0.76394,1.90249,0.85807,0.15572,0.81818,0.16073,0.12295,0.78391,1.80165,0.82638,0.0010298,0.0010298,0.0010298
51,1089.82,0.78709,1.92536,0.88185,0.15738,0.83636,0.16091,0.12257,0.80044,1.80432,0.8337,0.00101,0.00101,0.00101
52,1110.92,0.77681,1.85295,0.87139,0.15757,0.83636,0.16066,0.12064,0.79721,1.79617,0.83397,0.0009902,0.0009902,0.0009902
53,1132.74,0.75165,1.79174,0.86312,0.15436,0.83636,0.16353,0.12627,0.76357,1.75965,0.82695,0.0009704,0.0009704,0.0009704
54,1153.64,0.72989,1.88398,0.85906,0.16132,0.87273,0.17262,0.13549,0.72956,1.73116,0.81708,0.0009506,0.0009506,0.0009506
55,1174.83,0.77919,1.93685,0.86046,0.1647,0.90909,0.18278,0.14278,0.73063,1.71846,0.81307,0.0009308,0.0009308,0.0009308
56,1196.21,0.74123,1.90549,0.87607,0.16163,0.90909,0.19365,0.14841,0.77129,1.73099,0.82617,0.000911,0.000911,0.000911
57,1217.01,0.69222,1.88363,0.86372,0.16144,0.90909,0.19594,0.14864,0.78275,1.74072,0.82346,0.0008912,0.0008912,0.0008912
58,1238.29,0.67348,1.91284,0.8692,0.16733,0.89091,0.20537,0.15581,0.77897,1.75,0.82451,0.0008714,0.0008714,0.0008714
59,1259.3,0.67014,1.82921,0.8436,0.1636,0.90909,0.20137,0.15585,0.76057,1.72961,0.82147,0.0008516,0.0008516,0.0008516
60,1280.26,0.70469,1.80376,0.87793,0.16747,0.89091,0.1941,0.15094,0.75772,1.70826,0.82168,0.0008318,0.0008318,0.0008318
61,1301.52,0.72509,1.85507,0.86655,0.16483,0.83636,0.18838,0.14601,0.76179,1.69722,0.8231,0.000812,0.000812,0.000812
62,1322.64,0.70444,1.87782,0.847,0.1671,0.79523,0.19551,0.15156,0.76989,1.687,0.82257,0.0007922,0.0007922,0.0007922
63,1343.57,0.68461,1.84207,0.84882,0.16481,0.77502,0.20381,0.15901,0.75696,1.6839,0.82194,0.0007724,0.0007724,0.0007724
64,1365.18,0.67609,1.89008,0.86574,0.15969,0.85455,0.19303,0.15387,0.73787,1.68492,0.82262,0.0007526,0.0007526,0.0007526
65,1386.18,0.68785,1.89777,0.84433,0.15574,0.89091,0.18459,0.14436,0.74,1.69141,0.8239,0.0007328,0.0007328,0.0007328
66,1407.27,0.69745,1.85155,0.8445,0.1577,0.90909,0.17682,0.13713,0.74143,1.69887,0.82225,0.000713,0.000713,0.000713
67,1428.46,0.68755,1.80685,0.85167,0.15789,0.90909,0.18095,0.13885,0.7383,1.69888,0.82044,0.0006932,0.0006932,0.0006932
68,1449.45,0.65805,1.78984,0.84283,0.15712,0.90909,0.18575,0.14427,0.73602,1.68934,0.82466,0.0006734,0.0006734,0.0006734
69,1470.59,0.68686,1.84048,0.84726,0.15858,0.87273,0.19587,0.15028,0.71459,1.68009,0.82058,0.0006536,0.0006536,0.0006536
70,1491.76,0.71326,1.79719,0.8611,0.15723,0.83636,0.21786,0.17078,0.70127,1.67127,0.81731,0.0006338,0.0006338,0.0006338
71,1513.12,0.73661,1.92488,0.88993,0.16562,0.78182,0.21647,0.17333,0.69046,1.67293,0.8147,0.000614,0.000614,0.000614
72,1534.27,0.699,1.84002,0.86109,0.16373,0.8,0.22216,0.17846,0.69881,1.67912,0.81916,0.0005942,0.0005942,0.0005942
73,1555.69,0.7218,1.92597,0.88732,0.15364,0.74545,0.22209,0.17538,0.72249,1.68734,0.82089,0.0005744,0.0005744,0.0005744
74,1576.96,0.6788,1.81454,0.85501,0.1512,0.78182,0.21486,0.16701,0.75207,1.69829,0.82377,0.0005546,0.0005546,0.0005546
75,1598.49,0.72263,1.81273,0.84839,0.14697,0.8,0.20162,0.15828,0.77417,1.70512,0.82429,0.0005348,0.0005348,0.0005348
76,1619.53,0.64569,1.81158,0.85084,0.14837,0.82361,0.20247,0.15813,0.75852,1.70007,0.82319,0.000515,0.000515,0.000515
77,1640.75,0.63784,1.82839,0.84972,0.14869,0.83522,0.20573,0.16467,0.72411,1.68753,0.8192,0.0004952,0.0004952,0.0004952
78,1662.38,0.68505,1.82159,0.85261,0.15056,0.85455,0.21683,0.17554,0.70128,1.67729,0.81599,0.0004754,0.0004754,0.0004754
79,1683.6,0.69248,1.82702,0.84139,0.14943,0.85455,0.22643,0.18163,0.68889,1.66777,0.81361,0.0004556,0.0004556,0.0004556
80,1704.77,0.67822,1.85315,0.85714,0.15758,0.85455,0.23555,0.18594,0.7085,1.66449,0.81586,0.0004358,0.0004358,0.0004358
81,1726.28,0.64743,1.82468,0.85289,0.15883,0.85455,0.25414,0.19982,0.72503,1.66383,0.81888,0.000416,0.000416,0.000416
82,1747.43,0.66036,1.7494,0.85351,0.16358,0.85455,0.24572,0.19208,0.71154,1.6567,0.81848,0.0003962,0.0003962,0.0003962
83,1768.44,0.63679,1.82503,0.83838,0.16249,0.81818,0.26495,0.21465,0.68709,1.65158,0.81477,0.0003764,0.0003764,0.0003764
84,1789.69,0.64177,1.81759,0.83102,0.1579,0.83636,0.2734,0.22229,0.68575,1.64745,0.81381,0.0003566,0.0003566,0.0003566
85,1810.68,0.63153,1.81048,0.84249,0.15553,0.81818,0.2846,0.23458,0.69583,1.64977,0.81511,0.0003368,0.0003368,0.0003368
86,1831.81,0.6232,1.75593,0.852,0.15821,0.81818,0.28644,0.23954,0.70924,1.65224,0.81701,0.000317,0.000317,0.000317
87,1852.93,0.64836,1.80523,0.86985,0.172,0.74545,0.28166,0.23714,0.72519,1.65411,0.81873,0.0002972,0.0002972,0.0002972
88,1873.89,0.63748,1.81541,0.85184,0.17036,0.74545,0.27061,0.22821,0.72665,1.65321,0.81899,0.0002774,0.0002774,0.0002774
89,1895.08,0.64639,1.84649,0.84346,0.16482,0.74545,0.26215,0.21803,0.72313,1.65391,0.81849,0.0002576,0.0002576,0.0002576
90,1916.35,0.611,1.79647,0.84721,0.16782,0.74545,0.26604,0.22218,0.71997,1.65633,0.81658,0.0002378,0.0002378,0.0002378
91,1937.25,0.55967,1.79974,0.8208,0.15769,0.83636,0.25562,0.21379,0.71203,1.65571,0.81491,0.000218,0.000218,0.000218
92,1958.46,0.5651,1.77738,0.80861,0.15762,0.83636,0.24693,0.20701,0.70009,1.65346,0.81381,0.0001982,0.0001982,0.0001982
93,1979.41,0.56035,1.79855,0.81913,0.1558,0.81818,0.24408,0.20624,0.69725,1.65208,0.81363,0.0001784,0.0001784,0.0001784
94,2000.34,0.55583,1.78157,0.82633,0.15336,0.8,0.24438,0.20221,0.70324,1.65229,0.81526,0.0001586,0.0001586,0.0001586
95,2021.49,0.60228,1.79345,0.81605,0.1554,0.81818,0.23881,0.19649,0.71071,1.65373,0.81644,0.0001388,0.0001388,0.0001388
96,2042.28,0.56003,1.78963,0.82362,0.15569,0.81818,0.23163,0.19019,0.71368,1.654,0.8162,0.000119,0.000119,0.000119
97,2063.21,0.57189,1.82079,0.81904,0.15297,0.8,0.23121,0.18892,0.71727,1.65444,0.81533,9.92e-05,9.92e-05,9.92e-05
98,2084.42,0.58334,1.75748,0.83462,0.15363,0.8,0.23454,0.19512,0.71965,1.6524,0.81478,7.94e-05,7.94e-05,7.94e-05
99,2105.36,0.56929,1.74662,0.82976,0.15359,0.79185,0.23201,0.19146,0.72218,1.65119,0.81472,5.96e-05,5.96e-05,5.96e-05
100,2126.24,0.58762,1.77985,0.80753,0.15218,0.78651,0.23487,0.19368,0.72496,1.6506,0.81494,3.98e-05,3.98e-05,3.98e-05
