epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,1582.79,0.74179,1.96797,0.86737,0.1448,0.63636,0.15318,0.11472,0.91166,2.10813,0.91552,0.0014258,0.0014258,0.0014258
31,1632.17,0.73784,2.00037,0.88464,0.14696,0.72981,0.16415,0.12678,0.84121,2.04502,0.89497,0.001406,0.001406,0.001406
32,1684.76,0.74198,1.99019,0.87764,0.15476,0.78182,0.1685,0.13109,0.82836,2.00546,0.89101,0.0013862,0.0013862,0.0013862
33,1734.26,0.7387,1.995,0.88243,0.15237,0.78182,0.18223,0.14045,0.83428,1.97098,0.90139,0.0013664,0.0013664,0.0013664
34,1783.62,0.72278,2.00097,0.88671,0.15358,0.76364,0.18316,0.13986,0.8508,1.98475,0.91507,0.0013466,0.0013466,0.0013466
35,1833.04,0.70015,2.02178,0.88432,0.15231,0.71872,0.19158,0.14833,0.82408,2.0009,0.90326,0.0013268,0.0013268,0.0013268
36,1882.17,0.7063,1.95687,0.86326,0.14693,0.66705,0.1792,0.14468,0.74452,2.00257,0.88858,0.001307,0.001307,0.001307
37,1933.15,0.74967,2.05648,0.87951,0.13994,0.6893,0.19319,0.15762,0.73734,1.96022,0.87945,0.0012872,0.0012872,0.0012872
38,1984.51,0.74046,1.93779,0.87721,0.14096,0.73394,0.18682,0.14657,0.78184,1.93157,0.88729,0.0012674,0.0012674,0.0012674
39,2033.95,0.6812,1.89427,0.86219,0.15641,0.87273,0.17192,0.13246,0.77844,1.88498,0.87601,0.0012476,0.0012476,0.0012476
40,2085.15,0.67207,1.91603,0.86606,0.1616,0.89091,0.16567,0.12939,0.74351,1.85834,0.8697,0.0012278,0.0012278,0.0012278
41,2134.55,0.68284,1.9005,0.85201,0.15751,0.87273,0.16378,0.1308,0.7413,1.83269,0.87513,0.001208,0.001208,0.001208
42,2184.24,0.66532,1.92325,0.856,0.15236,0.87273,0.16538,0.13034,0.77482,1.82341,0.89412,0.0011882,0.0011882,0.0011882
43,2233.88,0.64442,1.90071,0.83857,0.14574,0.81818,0.15885,0.12506,0.77107,1.82528,0.89312,0.0011684,0.0011684,0.0011684
44,2283.41,0.68436,1.86588,0.87957,0.14124,0.8,0.15702,0.12399,0.75694,1.83629,0.88667,0.0011486,0.0011486,0.0011486
45,2332.61,0.65028,1.86057,0.86696,0.1475,0.86513,0.15873,0.12648,0.76035,1.83584,0.88653,0.0011288,0.0011288,0.0011288
46,2381.64,0.66824,1.87287,0.85417,0.14699,0.87273,0.15825,0.12783,0.7693,1.82209,0.89441,0.001109,0.001109,0.001109
47,2431.58,0.67193,2.01853,0.86502,0.1458,0.87273,0.15542,0.12362,0.77247,1.8114,0.89684,0.0010892,0.0010892,0.0010892
48,2480.66,0.66318,1.91195,0.87844,0.14796,0.89091,0.14929,0.11846,0.76186,1.81488,0.89428,0.0010694,0.0010694,0.0010694
49,2529.87,0.65938,1.88835,0.8592,0.14758,0.89091,0.14294,0.11432,0.75542,1.8146,0.89266,0.0010496,0.0010496,0.0010496
50,2579.73,0.65934,1.90295,0.85621,0.14812,0.92727,0.15139,0.12034,0.77202,1.78588,0.89255,0.0010298,0.0010298,0.0010298
51,2629.36,0.67025,1.93732,0.86558,0.14855,0.92627,0.16769,0.13544,0.77367,1.78651,0.88928,0.00101,0.00101,0.00101
52,2678.84,0.65464,1.84722,0.84447,0.14632,0.90909,0.18195,0.14337,0.77022,1.77923,0.88373,0.0009902,0.0009902,0.0009902
53,2727.8,0.62678,1.78454,0.84623,0.14556,0.87273,0.18765,0.14883,0.75308,1.76015,0.87638,0.0009704,0.0009704,0.0009704
54,2777.12,0.64233,1.88045,0.84363,0.15157,0.85455,0.19919,0.15948,0.73492,1.74677,0.87501,0.0009506,0.0009506,0.0009506
55,2826.51,0.68955,1.91405,0.86173,0.15242,0.89091,0.19357,0.15103,0.76278,1.72772,0.87969,0.0009308,0.0009308,0.0009308
56,2877.71,0.66587,1.90388,0.87491,0.15075,0.90909,0.1878,0.14465,0.74531,1.72084,0.87614,0.000911,0.000911,0.000911
57,2927.37,0.61201,1.89067,0.8629,0.15493,0.92727,0.17604,0.1373,0.73364,1.71119,0.87456,0.0008912,0.0008912,0.0008912
58,2977.49,0.6362,1.94397,0.87436,0.15279,0.90909,0.17405,0.13535,0.74292,1.72558,0.87536,0.0008714,0.0008714,0.0008714
59,3027.25,0.59515,1.81121,0.84048,0.15672,0.89091,0.17801,0.14215,0.70666,1.71852,0.86843,0.0008516,0.0008516,0.0008516
60,3077.08,0.63194,1.81838,0.8706,0.16304,0.89091,0.18247,0.14975,0.71351,1.70469,0.8693,0.0008318,0.0008318,0.0008318
61,3127.18,0.62624,1.86013,0.85205,0.15549,0.82356,0.18392,0.1486,0.74617,1.69758,0.87391,0.000812,0.000812,0.000812
62,3177.61,0.60915,1.8548,0.84148,0.15648,0.8,0.18259,0.14676,0.7449,1.6898,0.87241,0.0007922,0.0007922,0.0007922
63,3228.08,0.58558,1.83383,0.83703,0.15452,0.85455,0.18809,0.15529,0.73843,1.68529,0.87613,0.0007724,0.0007724,0.0007724
64,3277.31,0.5841,1.89336,0.85588,0.15352,0.89091,0.19124,0.15783,0.73601,1.68216,0.87769,0.0007526,0.0007526,0.0007526
65,3330.63,0.58577,1.86895,0.85166,0.15611,0.90909,0.18257,0.14888,0.75055,1.6848,0.878,0.0007328,0.0007328,0.0007328
66,3381.77,0.58025,1.83281,0.83748,0.14999,0.92727,0.18251,0.14797,0.73707,1.689,0.87575,0.000713,0.000713,0.000713
67,3431.33,0.58642,1.80763,0.84657,0.15204,0.92727,0.18341,0.15049,0.71025,1.68551,0.87212,0.0006932,0.0006932,0.0006932
68,3481.17,0.57163,1.78993,0.83359,0.1559,0.92727,0.18619,0.15193,0.70353,1.67698,0.87121,0.0006734,0.0006734,0.0006734
69,3530.89,0.58371,1.83447,0.84356,0.1557,0.92727,0.18136,0.14693,0.69158,1.66388,0.87134,0.0006536,0.0006536,0.0006536
70,3580.17,0.60624,1.79256,0.85209,0.15479,0.90909,0.18589,0.15132,0.68736,1.65106,0.87437,0.0006338,0.0006338,0.0006338
71,3630.27,0.60389,1.92906,0.86657,0.14874,0.85455,0.181,0.14741,0.68172,1.64965,0.87378,0.000614,0.000614,0.000614
72,3679.61,0.58157,1.80796,0.85,0.15041,0.85455,0.17645,0.14547,0.668,1.65639,0.87228,0.0005942,0.0005942,0.0005942
73,3729.34,0.61834,1.88559,0.86312,0.15208,0.87273,0.16956,0.13974,0.67429,1.67046,0.87187,0.0005744,0.0005744,0.0005744
74,3779.95,0.58985,1.81377,0.8503,0.15205,0.90909,0.17174,0.14169,0.67137,1.67678,0.86894,0.0005546,0.0005546,0.0005546
75,3829.48,0.61686,1.78614,0.84395,0.14882,0.90909,0.16882,0.13794,0.67874,1.67504,0.87151,0.0005348,0.0005348,0.0005348
76,3878.75,0.54246,1.79283,0.84883,0.14993,0.89091,0.16851,0.13627,0.68681,1.67005,0.87109,0.000515,0.000515,0.000515
77,3927.58,0.5651,1.82864,0.84678,0.15177,0.92727,0.16577,0.13532,0.68272,1.66376,0.86685,0.0004952,0.0004952,0.0004952
78,3977.17,0.57107,1.81122,0.85333,0.15049,0.90909,0.17623,0.14118,0.68059,1.65255,0.86444,0.0004754,0.0004754,0.0004754
79,4026.92,0.57588,1.80573,0.8284,0.15333,0.90909,0.17842,0.14131,0.69687,1.64852,0.8686,0.0004556,0.0004556,0.0004556
80,4076.91,0.58289,1.86162,0.85126,0.1573,0.92727,0.17796,0.13886,0.71271,1.64816,0.87218,0.0004358,0.0004358,0.0004358
81,4126.69,0.54574,1.80422,0.83304,0.15615,0.94545,0.18111,0.13817,0.71106,1.64815,0.8724,0.000416,0.000416,0.000416
82,4176.32,0.53658,1.76683,0.83756,0.1625,0.94545,0.18308,0.14011,0.70643,1.64706,0.87218,0.0003962,0.0003962,0.0003962
83,4225.25,0.53703,1.81498,0.83115,0.159,0.94545,0.19034,0.14992,0.69709,1.64477,0.87019,0.0003764,0.0003764,0.0003764
84,4274.68,0.53903,1.79139,0.83337,0.1571,0.92727,0.19336,0.15234,0.6906,1.6455,0.86946,0.0003566,0.0003566,0.0003566
85,4324.18,0.54594,1.80634,0.8365,0.15614,0.90909,0.19937,0.15882,0.69879,1.64924,0.86864,0.0003368,0.0003368,0.0003368
86,4374.52,0.54665,1.74681,0.84447,0.14936,0.8,0.20146,0.1638,0.70513,1.6519,0.87021,0.000317,0.000317,0.000317
87,4424.32,0.5587,1.80695,0.85865,0.14804,0.81818,0.19,0.15504,0.70813,1.65762,0.8714,0.0002972,0.0002972,0.0002972
88,4473.53,0.55893,1.7842,0.84202,0.15004,0.81818,0.18966,0.15471,0.70621,1.65728,0.87168,0.0002774,0.0002774,0.0002774
89,4522.51,0.56857,1.84174,0.84621,0.1497,0.81818,0.18551,0.15059,0.70908,1.65821,0.8726,0.0002576,0.0002576,0.0002576
90,4572.12,0.51749,1.80289,0.83078,0.15074,0.83636,0.18201,0.14666,0.70899,1.65863,0.87193,0.0002378,0.0002378,0.0002378
91,4621.47,0.51674,1.80518,0.81471,0.14952,0.85455,0.17542,0.14097,0.70182,1.66032,0.87032,0.000218,0.000218,0.000218
92,4670.67,0.49571,1.78885,0.82647,0.14937,0.85249,0.17077,0.13969,0.68711,1.66351,0.86762,0.0001982,0.0001982,0.0001982
93,4719.56,0.49872,1.79591,0.82433,0.1461,0.83636,0.17001,0.13947,0.67879,1.66746,0.86695,0.0001784,0.0001784,0.0001784
94,4768.15,0.49213,1.77442,0.83128,0.14355,0.83636,0.16703,0.13693,0.68118,1.67307,0.86858,0.0001586,0.0001586,0.0001586
95,4816.68,0.50011,1.78256,0.81682,0.15225,0.90909,0.16551,0.13424,0.69222,1.67773,0.87248,0.0001388,0.0001388,0.0001388
96,4866.35,0.47361,1.77445,0.79932,0.15216,0.92727,0.16427,0.13439,0.69751,1.68335,0.87422,0.000119,0.000119,0.000119
97,4915.5,0.48514,1.81959,0.82139,0.15171,0.92727,0.16168,0.12944,0.70106,1.68965,0.87595,9.92e-05,9.92e-05,9.92e-05
98,4964.83,0.48843,1.762,0.81714,0.15079,0.92727,0.1635,0.12947,0.70595,1.68898,0.87724,7.94e-05,7.94e-05,7.94e-05
99,5014.77,0.49774,1.74962,0.81374,0.15096,0.92727,0.16499,0.13052,0.70682,1.68751,0.87746,5.96e-05,5.96e-05,5.96e-05
100,5065.99,0.49318,1.78377,0.81905,0.15117,0.92727,0.16702,0.13166,0.70688,1.68564,0.87749,3.98e-05,3.98e-05,3.98e-05
